mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,energy_mean,mfcc_0_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,energy_std,dmfcc_0_mean,dmfcc_1_mean,dmfcc_2_mean,dmfcc_3_mean,dmfcc_4_mean,dmfcc_5_mean,dmfcc_6_mean,dmfcc_7_mean,dmfcc_8_mean,dmfcc_9_mean,dmfcc_10_mean,dmfcc_11_mean,denergy_mean,dmfcc_0_std,dmfcc_1_std,dmfcc_2_std,dmfcc_3_std,dmfcc_4_std,dmfcc_5_std,dmfcc_6_std,dmfcc_7_std,dmfcc_8_std,dmfcc_9_std,dmfcc_10_std,dmfcc_11_std,denergy_std,ddmfcc_0_mean,ddmfcc_1_mean,ddmfcc_2_mean,ddmfcc_3_mean,ddmfcc_4_mean,ddmfcc_5_mean,ddmfcc_6_mean,ddmfcc_7_mean,ddmfcc_8_mean,ddmfcc_9_mean,ddmfcc_10_mean,ddmfcc_11_mean,ddenergy_mean,ddmfcc_0_std,ddmfcc_1_std,ddmfcc_2_std,ddmfcc_3_std,ddmfcc_4_std,ddmfcc_5_std,ddmfcc_6_std,ddmfcc_7_std,ddmfcc_8_std,ddmfcc_9_std,ddmfcc_10_std,ddmfcc_11_std,ddenergy_std
-137.05607240802578,42.5674176164484,18.328262823537443,20.531672740507943,22.60016986622456,14.795158106426394,6.855897490585094,3.9182791482731574,5.995271603167255,8.463644778762877,6.7382233388136115,3.2543638851271472,0.07867067332662649,42.59604277865944,25.232885461623745,17.339974022396074,14.006704657410303,7.524122152800705,10.878544480533499,16.767340217587954,10.826154165249594,9.091238081246415,9.68666974882185,7.382933017527417,6.827045596510143,0.0392718693565856,0.15964136893655775,0.1723653462568471,0.04866268620876663,-0.0016684751564343878,0.26823263612219983,0.1228847862799836,0.31168051184924267,0.06916876754311622,-0.15571351043483284,0.2198642324232403,0.5205224908504492,0.4910172012563385,0.0006309269526325544,14.058322798686657,7.615828311101475,9.495208312288538,7.504767943927017,6.300637358344395,5.10633518106685,5.762841776528672,4.283394557600836,5.8865408823629375,5.1770666033298145,4.646636805910445,4.877198868439422,0.010890381235236925,-0.4441938071764241,-0.1497541241765822,0.11459507065439259,-0.08125372669310878,-0.21904934426463896,0.1648294142080607,-0.2136199054042091,-0.19549928700614616,-0.22014272143541638,-0.09021065539230465,-0.10944060238396976,-0.14802323788099128,-0.00021534435294179335,12.37424721678057,6.104183826231958,8.709191763185915,6.69823793480016,8.110591715321224,5.4237168529183855,4.669138564189702,4.30483876510534,6.118781774273445,5.264059116135501,5.710087986407579,5.958494395643256,0.008109780522988887
-141.9758378887672,30.151345231985964,10.238284431915165,16.727408527204343,7.627056005809376,-6.905366621307917,-1.255945908612746,-1.3742234343434105,-9.58889972771348,-5.252309472331758,-1.434210109122893,-5.001772830904846,0.07173022395476047,41.729432679394954,30.954724390109618,13.226442101346507,21.905627575727426,14.768564928090896,14.22012742904451,6.765448458262805,7.879741969158572,12.754009353287243,9.470228416850267,6.54312684539701,7.4504905855786445,0.05944351003532049,1.1518424209992872,1.21699064811073,0.9377854377937638,0.45125118540966974,0.26248249832554266,-0.09832442406318355,-0.1944552993777245,-0.14022831851009218,0.1018645335892424,0.5498784465636422,0.3405690717037231,0.4170837121158263,0.00052858682168024,11.611600977384914,8.868554754717552,7.281061316130564,9.094608476550844,7.991238164030455,8.138915171988247,6.625843372398068,4.782032581161458,5.519988995919154,5.621344170499998,5.455387118813841,4.472467164594301,0.015116846965766153,-0.22710373505950182,-0.17832556158620935,-0.09020961208845305,0.20968031704984974,0.060033878973865445,0.03473168406132603,0.14137292069708396,0.09828938757012837,0.239446221847165,0.19442534572388273,0.3422512865590722,0.15485797822612846,-6.938152638121831e-05,12.63908405906998,8.574112403918694,7.931078953180579,6.865536685244747,7.475682157533357,7.938140063302843,8.09804211939541,4.839896269071638,5.956372802016246,6.72037844945337,6.573921885243896,5.325218302428485,0.011067480602597215
-229.03585425417302,27.861428984969052,12.686960949708109,11.574440853522402,3.9119213943645557,3.4481879174972994,-4.234684510311045,1.4672000781837977,-1.2043076081387436,0.9174746625542625,1.2244653888394776,-3.3988249107522748,0.026713658400699666,48.27202996405315,31.057967770264955,12.376410691153188,19.296511016640842,9.366927102583215,7.123553900363077,14.496675312441003,7.962142569528777,8.76232177948553,5.4312676368367265,4.339849518232759,5.612613582846373,0.024209102753115764,-0.14654869573542423,-0.026008723115805547,0.10127955966373255,0.003318397603888319,0.09215562023099802,0.1843372558425053,0.028824411002678497,-0.1860207678366056,-0.07743833715422392,0.15371400658412693,0.12079073731467592,0.3127870274466845,2.5272957567817954e-05,16.67019293510704,10.781208185228472,9.217608637356435,11.312862067465346,7.400654948925766,5.22292511759815,7.067053771676628,4.750750598312025,5.412370878894012,4.21420201741068,3.664782479374792,3.6594155219027122,0.007332788574731403,-0.15493392161418645,-0.03461250972654805,0.17147297552191193,0.10976763018970341,0.1469499687492188,-0.015112510982819552,0.2529071624702254,0.0230835757404441,-0.055530429848859746,0.07926889018626339,0.11277710726526875,-0.0336329450583065,1.6727851495503336e-05,14.78725368357677,8.813765725654203,10.286483310026707,10.744610355853053,8.340892572632736,6.549423045345157,7.292991529676082,6.363840829858565,6.322990995434703,5.056042447208946,4.8769104721201115,4.4188997639165875,0.004367651442849697
-154.98377237249952,29.69153699407093,4.422727701153363,13.76289140162474,5.338120932625184,-7.669206874287771,-4.899233092815584,-0.36473029934650997,-3.3800586724312542,-2.7293249532173762,-0.8320504413054136,-3.633973881731923,0.057501102238660264,46.831054733262526,25.205468014935864,17.99669036513143,20.518034140749773,7.120586915933581,18.052908064671406,10.114634691047424,6.233623253688446,11.416679444268013,5.576539751765638,4.323344883637923,6.9225513729116015,0.04879187629246395,0.41080482650147493,0.7050313008943675,0.5929254999087947,0.19019735380779143,0.06876903643909903,0.40793688109245557,0.15488196662379228,0.10886509249084636,-0.19470001063638773,-0.26552967248722464,-0.09931530165370418,0.011504504619282168,4.528696772056319e-05,14.949990188977619,9.373305573344735,10.45525940539656,10.853588638987564,6.207271353388417,9.306435862209023,4.797920048258566,5.394181238352405,7.009499596643355,3.353737864635588,3.8343504348520803,4.967542857720012,0.016262127876688393,-0.781975485488123,-0.546722054532711,-0.08105413725495735,-0.09699474532721745,-0.004120261519346554,-0.11532682984535277,-0.08578503530281754,0.1177529851450603,0.1358947998908447,0.2186326593559513,0.09877503046309526,-0.00413907781228815,-0.00011992879755399338,11.783416129708208,9.28727572840508,11.319174163715989,9.396749719191925,7.695536862385915,8.971571872778325,5.760872661815237,6.850455859492866,7.344686338443313,4.226011419527666,5.256215686722622,5.859933726078664,0.011811853995996538
-304.46730758395955,29.689094673995818,5.884246967479695,0.7859802423976098,2.1101700875545855,1.4620194214352251,-6.529463668865083,-5.772073194841283,-1.1204490771976616,1.5138570964334521,-2.3927402704943437,-0.31458867149201714,0.01187536236013941,49.14080091575149,37.02114063118552,10.234505032233598,14.462766971927344,8.237703023805894,6.665289292938734,13.477304700513521,13.64676283267542,6.6736682508121525,5.4202825967631565,9.135801327871423,3.7982134686501925,0.012989734978720574,0.03065388106248606,0.39466576538261694,-0.18337135595663148,-0.6051936689125049,-0.3588511986354815,-0.07598829065002544,-0.20035967498622567,-0.07436631537192256,0.09171942732809144,-0.09636193223629819,-0.02180868694946135,-0.11298578834041749,3.860237018509676e-06,15.562672136538723,13.189340241671198,10.16902329747287,9.651432714722905,5.24130951399011,6.257061630643465,5.79076577421822,6.653999893010234,4.801622821738702,4.691022162807289,4.981318120805174,2.708537757453427,0.00447491356362583,-0.4462562227404021,-0.2941320961890189,0.11263882825358486,0.17770474131017297,-0.054234138561524495,-0.07081270490193102,-0.12351665514521236,-0.23040315110119922,-0.23557166575574603,-0.6508605418007273,-0.1516014370502487,0.13886522568572607,1.2335199251008245e-06,10.082030117242798,12.075747417693817,13.364420688743786,8.903278253194765,5.950760875972549,6.928055114616779,6.604923702249872,6.558821139964734,6.02897178048404,5.839695540418962,5.103887147729248,3.9495712687241293,0.0028383390715147486
-90.93033144511995,34.29731741398404,4.195308810650707,3.781992342226685,-7.373489631616814,-7.652512723048812,-10.109666147966756,-5.901086873750281,-3.0961966003114103,-2.844130265543342,-4.195272016146036,-6.0953835296326835,0.09974568024472841,57.129956130499416,32.58098621974446,16.770117490392177,12.907926568826204,13.294546350132515,9.491444766705246,12.676022704725941,9.352835163756234,6.33280163846965,8.100510324698337,6.309749525252995,5.487085571696867,0.0837294374269378,0.5558844471326259,0.7603994406437707,0.8616828403101179,0.39821641195298996,-0.15036810092356168,0.2878019739058556,0.5711041859243899,0.3841154757736658,0.019524294971026954,0.21387078561141032,0.4008920691500531,0.14074396893176203,0.0016521824532893194,17.395701285876218,13.174905366819956,9.45431069257322,6.720357158432649,7.5396866400161295,5.306384539175946,6.166758424421241,5.340083510886712,4.251447896259155,3.786894956777521,4.93840101454694,4.07452580491435,0.022786701649570956,-1.3220723728974675,-0.6603913784089658,0.36095255544992405,0.4857202844711323,0.8273712053959396,0.22680636044131694,-0.21744929445739458,0.3854210648485335,0.16805629894634064,-0.2847565463910957,-0.09247639494419868,-0.3256918248252398,-0.001078271257245001,13.503325499119642,15.462666240497184,8.958696398745401,8.129741779205515,7.197571393002209,6.4389253607632035,6.982463155137858,4.747780270923219,5.297637537846182,3.6588555507021163,6.9356691737023475,4.687485403707394,0.018721685349248025
-262.2298676138555,24.89257831770871,-2.252507913607183,4.879280048695652,-1.0372646281958586,-0.08430523646044467,-11.059654605290177,-1.8719858319317333,0.26295503414822774,-5.820543391712872,-1.8757446742359136,-2.7570277154551692,0.018735146535446404,40.313157787269404,25.338604930905024,16.477941796340392,15.693037054276905,10.616841903823904,7.421921938940499,16.546666613158823,7.5458200804585065,6.912646701811041,9.675476631028792,5.530837050064611,4.120776781523448,0.013142643236108772,1.896359179135668,2.2099280137607784,1.011989762890101,-0.18215862477191533,-0.4320013757671191,-0.048900656069962,0.3291253036789041,0.35701389475786366,-0.2657947054337037,-0.5485799496959626,-0.3702223052602744,-0.26949426063169424,0.000339877733664767,9.790804332601542,9.792417639126683,7.381009598955429,6.727268346153425,6.398431426987813,5.327820312664441,6.790230269017218,5.378707824453341,4.3752545930665665,5.464398446743276,4.3240616716609575,3.571757629221378,0.003011748634999387,-0.6050825542434128,-0.03310193501681203,0.2190914880655244,0.13399435493152226,0.17320160792136732,0.1702198318916777,0.14646334643939737,0.2845444203433213,0.1922525915360255,0.0857516487226083,-0.10019179840191393,-0.21577834254828068,-2.094204739865294e-05,8.02522618564287,10.59820145115117,6.225141995102522,5.622423928600019,6.513031511236462,5.798559327910225,7.037961611415961,5.829469730123389,4.954221732044542,6.61917025814279,4.715104942075464,4.542148368028764,0.0012728411046303667
-245.8254396890041,30.474125971272713,10.63629500062341,4.88376873195403,4.897939328176557,-3.2784233941718277,-7.926368193004981,-6.163730004586765,-4.604130172076689,-4.153851571426596,-3.564364851003309,-1.3355150140755485,0.02771215641990895,33.56304687906546,27.09761715553967,11.946721684563276,12.577116186044709,6.530641165263496,10.718958719178438,13.145083566165098,7.930873251469964,6.633386527861846,7.910271371043871,6.364328893235611,5.463781033463935,0.020989016526875626,0.31533946003736446,0.0801331738217263,0.09374378359970008,0.12327991631703965,0.10600446741474476,-0.006718430303467118,-0.09693859146751878,0.1586578639795481,0.07303992427039488,-0.04220218157241514,-0.05995564571399659,0.1336063263669136,1.1932772146770754e-05,11.339843296471319,10.332167070331336,6.504978969395437,6.489947264309981,4.395130893842642,6.523207319219085,6.697851615496508,5.402200434011813,5.494191077819354,5.68886600187076,4.482857207040528,4.099405986812966,0.005572272971631954,-0.3770832031068077,-0.03983571404040283,0.09553149197038999,0.1059356837718999,-0.05593704197431026,0.02404794175217872,-0.1374905454053536,0.05119084037287999,0.10037559321064214,-0.040731898139600126,-0.07414613377727382,-0.039069801774977896,4.276772614407945e-06,11.088321599401858,11.3950304557531,6.966996230647704,6.44563425401092,5.156378226168049,6.734550215402589,7.445547178492761,7.3704337116618,7.579349852207173,7.411476749198717,6.113884832913477,4.942934556635904,0.004799611707649061
-216.73058224136702,46.5325539413797,7.320938442936824,11.442362769331734,5.673789389282929,-0.9725760499641007,-1.2289765522415996,3.343596744305774,3.3057339442857336,3.90825416037036,-2.469012472174694,-0.5078281343740548,0.023011736962752282,57.092319020966364,27.67137239563671,21.253430798821547,12.162572027455319,11.489555575672599,12.904195575075615,11.213480050822179,11.390536045665645,10.143976755018134,6.25483187004495,5.6971717301629345,6.300277764471589,0.018001703673613027,0.4399726968082015,0.07254739370082056,-0.20273943914596151,-0.32746582740733704,-0.26672014515651715,-0.29741300065434445,-0.16419028398474128,0.15232059465807818,0.20125212295771452,0.1690823086559573,-0.14007420169281765,-0.4123957075471026,4.62517625610463e-05,18.804025046233793,11.40681694613793,8.546800006813484,6.84366347722506,6.8136740721719935,5.964396733889337,4.382212158195799,5.585418737327672,3.9949610938963973,4.4616580679866376,3.208892185916519,3.4317847620725503,0.006140560101357075,-1.2998987599403071,-1.1249214237917198,0.05454877821238687,0.35730018355245047,0.1798736945061923,0.20734336860394922,0.13542072038416172,-0.0047378083300134936,-0.1968058654249973,0.11236509035974167,0.04214479649090374,-0.05348966054201997,-0.00021180921103342398,12.9979206061852,10.086807872771791,7.976430830594365,7.06617689318056,7.001768390340764,7.476552088046455,4.817510727545468,5.058991000640176,3.71727120026442,5.066517624808709,4.493699822358767,4.579267865573936,0.004865763919277286
-131.37220885518266,33.95799164508662,17.527399220949846,7.344340651395514,-0.9084433314988365,-1.5541575980965754,-8.06600944444245,-9.108934473849867,-7.04834079693666,-10.245882644793145,-9.093102957064193,-3.1434439611974767,0.08142777040080698,33.41108738328653,30.447635822616416,12.231368226736093,15.818746369217916,5.486936070605512,7.8431233537076945,8.619157142416922,9.688659473226087,7.950690576737621,8.546450123715251,9.669355478819575,6.247082250740623,0.060420423978716956,-0.3575087423781752,0.024581443152980983,0.3495921011930319,0.01962307295867262,0.03783156707083458,-0.1160191512033558,-0.20925286067959722,0.05031146660686269,0.04152514895882836,-0.0885850478133315,-0.03186630968320279,-0.07635250326925647,-1.6065411049998953e-05,11.289841893016586,9.050918026022643,5.9533427754277115,7.241602220656017,4.213160287540359,4.180587654874779,4.583553542685054,5.166698587924138,4.696768841803863,4.235157509765641,4.330106682496783,4.077414264162236,0.016644757126446943,-0.4619455938146312,-0.2607188462654356,0.04583433990584152,-0.06315343868895082,0.1221457322694123,0.2853567263349234,-0.18421861266349876,-0.1507121899993595,-0.20660812170852808,-0.09184162427112003,0.13430967885041245,-0.05732947319813156,-1.8782313594478914e-05,11.258335772460956,9.07624750432774,6.015664279868617,6.004317235105383,5.025519825945886,4.86205767543878,4.782810571581259,5.84604549613661,4.8563558779067995,4.944633198821897,4.884008819000298,4.57092402407662,0.012587133104377753
